compound_id,name,smiles,soc_code,soc_name,probability_mean,probability_sd,probability_min,probability_max,label_true
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,GAS,Gastrointestinal disorders,0.9422795560000001,0.03215944280726706,0.90362334,0.97262734,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,HEP,Hepatobiliary disorders,0.778940332,0.1752036054870445,0.54120284,0.93463886,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,IMM,Immune system disorders,0.762816916,0.14621492085528393,0.56522876,0.9088241,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,INF,Infections and infestations,0.631988278,0.2840100658151255,0.24980354,0.9212325,0.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,MET,Metabolism and nutrition disorders,0.88791738,0.09317977845743679,0.7252843,0.9635747,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,MUS,Musculoskeletal and connective tissue disorders,0.859494628,0.08653701667860361,0.71845144,0.9243109,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,NER,Nervous system disorders,0.9456532799999999,0.02988503744658521,0.90694094,0.973848,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,PSY,Psychiatric disorders,0.759794152,0.19640532814390632,0.4697875,0.9327672,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,REN,Renal and urinary disorders,0.80325151,0.17449474225262632,0.5299492,0.93899095,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,REP,Reproductive system and breast disorders,0.568915374,0.3290675177443829,0.17165004,0.87603563,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,RES,"Respiratory, thoracic and mediastinal disorders",0.828467568,0.1107287644336562,0.6797747,0.92542,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,SKI,Skin and subcutaneous tissue disorders,0.934547912,0.043925671870635265,0.8598753,0.9677359,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,VAS,Vascular disorders,0.8321320739999999,0.1337825450759006,0.6186,0.9236409,1.0
