target_uniprot,training_median,training_q90,reference_source
P30543,-0.1610851287841797,0.9523983001708984,base_random_train_X
P34969,0.0780982971191406,1.1238946914672852,base_random_train_X
P30411,0.4468097686767578,1.3174142837524414,base_random_train_X
P41594,0.0880784988403319,1.3663711547851562,base_random_train_X
P50406,-0.0342750549316406,1.0487241744995115,base_random_train_X
P47898,0.3658456802368164,1.3425664901733398,base_random_train_X
P28564,0.2948274612426758,1.346261978149414,base_random_train_X
P43115,0.2129678726196288,1.3651351928710938,base_random_train_X
Q9H3N8,-0.2090587615966796,0.9756736755371094,base_random_train_X
Q9UKP6,0.1898069381713867,1.1144990921020508,base_random_train_X
Q01726,0.4296960830688476,1.3859148025512695,base_random_train_X
Q16602,0.4147510528564453,1.3103170394897459,base_random_train_X
P41597,0.0375804901123046,1.0246829986572266,base_random_train_X
P49146,0.7107219696044922,1.4345512390136719,base_random_train_X
P25024,0.2128019332885742,1.245814323425293,base_random_train_X
P32247,0.1000585556030273,1.1325139999389648,base_random_train_X
P30989,0.6238203048706055,1.4465694427490234,base_random_train_X
P46663,0.0914268493652343,1.2385921478271484,base_random_train_X
Q9NS75,0.5114564895629883,1.4722509384155271,base_random_train_X
P29371,-0.0676069259643554,1.0569591522216797,base_random_train_X
P41587,0.7995681762695312,1.5078601837158203,base_random_train_X
P50052,0.311746597290039,1.1655035018920898,base_random_train_X
P33032,0.6462507247924805,1.4683284759521484,base_random_train_X
Q92847,-0.0007410049438475,1.1308937072753906,base_random_train_X
P41968,0.7126407623291016,1.5107536315917969,base_random_train_X
P25929,0.6876382827758789,1.4988346099853516,base_random_train_X
O43614,-0.0282754898071288,1.0903635025024416,base_random_train_X
P49238,0.0340003967285156,0.9424076080322268,base_random_train_X
O43613,0.6129398345947266,1.4198646545410156,base_random_train_X
P32241,0.4673261642456054,1.0749874114990234,base_random_train_X
Q8TDU6,-0.0220212936401367,1.0619831085205078,base_random_train_X
P01275,0.5095853805541992,1.1946783065795898,base_random_train_X
Q96LB1,-0.6185646057128908,0.5175189971923828,base_random_train_X
Q61224,0.2590446472167969,1.1158990859985352,base_random_train_X
O75899,-0.035135269165039,0.838719367980957,base_random_train_X
P51787,0.8870978355407715,1.7878646850585938,base_random_train_X
P43681,0.4332747459411621,1.6476926803588867,base_random_train_X
P46098,-0.2918753623962402,1.4711470603942869,base_random_train_X
Q13936,1.2980594635009766,2.703930139541626,base_random_train_X
P14867,0.0651721954345701,2.034472942352295,base_random_train_X
Q14524,1.2811503410339355,2.412330150604248,base_random_train_X
Q05586,0.4673919677734375,1.8305530548095703,base_random_train_X
Q92952,0.5011634826660156,1.7029767036437988,base_random_train_X
Q12809,1.2256340980529783,2.9001467227935787,base_random_train_X
P56373,0.2559509277343749,1.5047941207885742,base_random_train_X
P07727,1.0598359107971191,2.175750494003296,base_random_train_X
Q9UGI6,0.7044801712036133,1.6190128326416016,base_random_train_X
P22002,1.1088738441467283,2.3067522048950195,base_random_train_X
Q99250,0.628525733947754,1.8683686256408687,base_random_train_X
Q9H2S1,0.4886951446533203,1.4764013290405271,base_random_train_X
Q99572,-0.1601490974426269,1.0549325942993164,base_random_train_X
P02708,0.9067449569702148,2.029754161834717,base_random_train_X
Q02294,0.953382968902588,2.031647205352783,base_random_train_X
P18507,0.4565539360046386,2.0559799671173096,base_random_train_X
P12821,0.3104825019836425,1.99619722366333,base_random_train_X
P21397,0.8057565689086914,1.8944172859191888,base_random_train_X
P27338,0.6373810768127441,1.6837415695190432,base_random_train_X
P22303,0.5607838630676271,1.6731047630310059,base_random_train_X
P23219,0.8234686851501465,1.8377108573913568,base_random_train_X
P35354,0.3168540000915527,1.604011058807373,base_random_train_X
P42574,0.7989635467529297,1.8175153732299805,base_random_train_X
Q14432,0.5292177200317383,1.6227898597717283,base_random_train_X
P07339,0.8722472190856934,1.9648933410644531,base_random_train_X
O00408,0.2335128784179687,1.384272575378418,base_random_train_X
Q08499,0.2841062545776368,1.5282449722290041,base_random_train_X
Q13370,0.2867550849914551,1.325510025024414,base_random_train_X
P14780,0.6206622123718262,1.7520132064819336,base_random_train_X
P03956,0.5933065414428712,1.709399700164795,base_random_train_X
P08253,0.631742000579834,1.759714126586914,base_random_train_X
Q9UDY8,0.3790116310119629,1.509599685668945,base_random_train_X
P80457,0.7387967109680176,1.984418869018555,base_random_train_X
Q9BYF1,0.4378957748413086,1.5894055366516107,base_random_train_X
P08311,0.7478351593017578,1.6160736083984375,base_random_train_X
P56817,0.8176250457763672,2.017762899398804,base_random_train_X
P00519,0.7633447647094727,1.7978920936584473,base_random_train_X
P17948,0.6143355369567871,1.6198606491088867,base_random_train_X
P10721,0.3012127876281738,1.3286638259887695,base_random_train_X
P06213,0.7385416030883789,1.6094956398010256,base_random_train_X
P00533,0.4780678749084472,1.5728416442871094,base_random_train_X
Q96GD4,0.3824639320373535,1.3884387016296393,base_random_train_X
P06239,0.8295645713806152,2.0288007259368896,base_random_train_X
Q16539,0.2112431526184082,1.2892537117004397,base_random_train_X
P49841,0.6106629371643066,1.7212553024291992,base_random_train_X
P12931,0.7203311920166016,1.8470301628112795,base_random_train_X
Q05397,0.5822429656982422,1.5424566268920898,base_random_train_X
P35968,0.5285525321960449,1.5835976600646973,base_random_train_X
P43403,1.0776286125183103,2.0161206722259517,base_random_train_X
P04629,0.3529539108276368,1.4247756004333496,base_random_train_X
P49840,0.4910554885864258,1.5989298820495603,base_random_train_X
O75116,0.2951564788818359,1.5591077804565432,base_random_train_X
P17252,0.8133907318115234,2.0366766452789307,base_random_train_X
P24941,0.5703763961791992,1.7938933372497559,base_random_train_X
Q13464,0.1568589210510253,1.4191536903381348,base_random_train_X
P48736,0.9206719398498536,2.1715741157531743,base_random_train_X
O14733,0.5103931427001953,1.4132766723632812,base_random_train_X
Q13315,-0.0041041374206543,1.4640412330627441,base_random_train_X
P07948,0.5668730735778809,1.580395221710205,base_random_train_X
P28482,0.2136201858520507,1.5233492851257324,base_random_train_X
Q9UQM7,0.5230112075805664,1.5045824050903318,base_random_train_X
O14965,0.4168457984924316,1.5710430145263672,base_random_train_X
Q15118,0.3012385368347168,1.4079298973083496,base_random_train_X
Q8TDR2,0.5746712684631347,1.646456241607666,base_random_train_X
P10275,0.2970452308654784,1.4793434143066406,base_random_train_X
P04150,0.2643918991088866,1.5418968200683594,base_random_train_X
P10276,0.4144282341003417,1.7174215316772459,base_random_train_X
P03372,0.7759070396423341,1.85203218460083,base_random_train_X
P19793,0.4596123695373536,1.3812274932861328,base_random_train_X
P06401,0.2539114952087402,1.6651663780212402,base_random_train_X
P37231,0.5394439697265625,1.5104622840881348,base_random_train_X
Q92731,0.4177522659301758,1.6015911102294922,base_random_train_X
P55055,1.2565150260925293,2.1304750442504883,base_random_train_X
P30531,0.8818168640136719,1.8359808921813965,base_random_train_X
P23975,0.31201171875,1.4198904037475586,base_random_train_X
P31645,0.2929067611694335,1.4882903099060059,base_random_train_X
Q01959,0.5892868041992188,1.6184239387512207,base_random_train_X
P31652,0.038710594177246004,1.2904696464538574,base_random_train_X
P23977,0.3841376304626465,1.512186050415039,base_random_train_X
Q9GZV3,1.0268669128417969,1.722191333770752,base_random_train_X
P28572,-0.122016429901123,1.0662193298339844,base_random_train_X
P30536,0.2968039512634278,1.9409284591674805,base_random_train_X
P01375,0.5480575561523438,1.20759916305542,base_random_train_X
Q99720,0.3015685081481934,1.6161050796508791,base_random_train_X
