smiles,task_name,adr_abbr,label_true,n_adr_targets,ac50_score,free_margin_score,base_adr_model_score,finetuned_adr_model_score,smiles_key,a2_label_true,a2mono_clinical_score
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,Blood and lymphatic system disorders,BLO,1,10,2.085577011108401,0.8998102342526375,0.20967226,0.206181972,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,1.0,0.0977409034967422
CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,Blood and lymphatic system disorders,BLO,1,10,2.465509414672859,1.8333821706158255,0.4343349,0.433804376,CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,1.0,0.7852865576744079
Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F,Blood and lymphatic system disorders,BLO,0,10,1.5999975204467776,2.129996986888879,0.81326246,0.8179621420000001,Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F,0.0,0.7880868434906005
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@@H](N)C(=O)O)[C@H]2SC1,Blood and lymphatic system disorders,BLO,0,10,0.5288105010986328,1.5400034569586605,0.12833698,0.1243816388,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@@H](N)C(=O)O)[C@H]2SC1,0.0,0.7164594143629074
CC(S)C(=O)NCC(=O)O,Blood and lymphatic system disorders,BLO,1,10,-0.3069591522216797,0.93135063969279,0.10764458,0.1037339846,CC(S)C(=O)NCC(=O)O,1.0,0.0990308843553066
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,Blood and lymphatic system disorders,BLO,1,10,2.9894733428955256,0.3344323540561951,0.031692892,0.029466687,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1.0,0.1217230301350355
Cc1c(O)c(=O)ccn1C,Blood and lymphatic system disorders,BLO,1,10,-0.3364086151123047,1.2155887938651782,0.5246912,0.525289982,Cc1c(O)c(=O)ccn1C,1.0,0.7824688792228699
O=C(/C=C(\O)c1nnn[nH]1)c1c[nH]c2ccc(Cl)cc12,Blood and lymphatic system disorders,BLO,0,10,1.3890981674194345,0.6009509455588238,0.03917801,0.0361768042,O=C(/C=C(\O)c1nnn[nH]1)c1c[nH]c2ccc(Cl)cc12,0.0,0.0566924896091222
OCC1OC(O)C(F)C(O)C1O,Blood and lymphatic system disorders,BLO,0,10,0.2632980346679687,1.77509589814125,0.6454288,0.649522928,OCC1OC(O)C(F)C(O)C1O,0.0,0.6886063814163208
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,Blood and lymphatic system disorders,BLO,1,10,0.5421524047851562,0.4580686998805404,0.93821347,0.94184938,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,1.0,0.9590259552001952
NCCCNc1ccccc1[N+](=O)[O-],Blood and lymphatic system disorders,BLO,0,10,0.0319795608520507,-0.3732100564262117,0.0357356,0.0329798347999999,NCCCNc1ccccc1[N+](=O)[O-],0.0,0.0358020197600126
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,Blood and lymphatic system disorders,BLO,0,10,-0.0420141220092774,-0.0153852948974313,0.046183288,0.0432849566,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,0.0,0.0214505817741155
CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,Blood and lymphatic system disorders,BLO,0,10,0.7526712417602539,-0.7828551489558362,0.4961733,0.4982781639999999,CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,0.0,0.1482502698898315
N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,Blood and lymphatic system disorders,BLO,1,10,0.2419700622558593,0.5237640223176672,0.6323927,0.6358021600000001,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,1.0,0.2127693802118301
COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,Blood and lymphatic system disorders,BLO,0,10,1.3224172592163088,0.1890182851425279,0.6913959,0.696178868,COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,0.0,0.4781929314136505
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,Blood and lymphatic system disorders,BLO,1,10,5.488173484802246,5.404984572634884,0.77928096,0.784244288,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,1.0,0.8360644578933716
C[C@@]12CC[C@@H]3[C@@](CC[C@H]4[C@@]3(C)CCC[C@@]4(C)C(=O)O)(CC1=O)C2,Blood and lymphatic system disorders,BLO,0,10,1.5486803054809573,2.199287461109211,0.87674093,0.881332732,C[C@@]12CC[C@@H]3[C@@](CC[C@H]4[C@@]3(C)CCC[C@@]4(C)C(=O)O)(CC1=O)C2,0.0,0.2958810329437256
O=P(O)(O)OP(=O)(O)O,Blood and lymphatic system disorders,BLO,0,10,2.126856803894047,0.6227369673174366,0.03682592,0.0344420566,O=P(O)(O)OP(=O)(O)O,0.0,0.0375736627727747
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,Blood and lymphatic system disorders,BLO,0,10,1.8960447311401367,0.2920399770436115,0.4520437,0.4513962399999999,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,0.1366597898304462
Cc1cc(N/C(=N\C2CCCCC2)Nc2nccs2)c2ccccc2n1,Blood and lymphatic system disorders,BLO,1,10,1.123332977294922,-1.0175096212474517,0.031737883,0.0294272706,Cc1cc(N/C(=N\C2CCCCC2)Nc2nccs2)c2ccccc2n1,1.0,0.0216495286673307
CCOC(=O)Cn1nc(C(F)(F)F)cc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1,Blood and lymphatic system disorders,BLO,0,10,0.8725633621215824,-0.1467108595754548,0.080101386,0.076822068,CCOC(=O)Cn1nc(C(F)(F)F)cc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1,0.0,0.0421796530485153
CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Blood and lymphatic system disorders,BLO,0,10,0.6251888275146484,-1.3402411742196292,0.03667903,0.0340283336,CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.0,0.0264179307967424
Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,Blood and lymphatic system disorders,BLO,0,10,0.0889358520507812,0.8828358264445764,0.80422556,0.8086524740000002,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,0.0,0.9596023440361025
O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,Blood and lymphatic system disorders,BLO,0,10,1.4809455871582036,2.203207379002641,0.102680564,0.0995140898,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,0.0,0.4092936240136623
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Blood and lymphatic system disorders,BLO,1,10,1.420995712280274,1.5770683623960893,0.26351017,0.2613499199999999,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1.0,0.91689692735672
N[C@@H](C(=O)O)C1Cc2ccccc2C1,Blood and lymphatic system disorders,BLO,0,10,0.1172122955322265,0.9770987773991456,0.3001633,0.3007443106,N[C@@H](C(=O)O)C1Cc2ccccc2C1,0.0,0.0785293810069561
Fc1ccc(OC[C@@H]2CNCCO2)c2c1CCC2,Blood and lymphatic system disorders,BLO,0,10,1.6730251312255864,0.6077371728142515,0.05198239,0.0486292199999999,Fc1ccc(OC[C@@H]2CNCCO2)c2c1CCC2,0.0,0.0193280894309282
Oc1nc(=S)[nH]cc1I,Blood and lymphatic system disorders,BLO,1,10,-0.5562067031860352,0.3810660971374224,0.6047653,0.6064439540000001,Oc1nc(=S)[nH]cc1I,1.0,0.8191295742988587
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,Blood and lymphatic system disorders,BLO,1,10,1.8410787582397488,0.953566481715734,0.5827361,0.5857997239999999,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1.0,0.3918279141187668
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,Blood and lymphatic system disorders,BLO,1,10,2.71276283264161,1.0567267725655631,0.45724303,0.459445728,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,1.0,0.1494751147925853
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Blood and lymphatic system disorders,BLO,1,10,4.180898666381836,4.814456328805793,0.4671945,0.4720257479999999,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,1.0,0.348078852891922
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,Blood and lymphatic system disorders,BLO,1,10,0.7731761932373048,-0.2281974182244636,0.52543014,0.5273372080000001,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,1.0,0.4522635579109192
Nc1ccn(C2CCC(CO)O2)c(=O)n1,Blood and lymphatic system disorders,BLO,1,10,0.4113960266113281,0.8648694430682625,0.87595814,0.880784688,Nc1ccn(C2CCC(CO)O2)c(=O)n1,1.0,0.9533188104629516
CN1C(=O)C(F)=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(=O)NCc5nc6cccnc6[nH]5)CC[C@H]4[C@@H]3CC[C@@H]12,Blood and lymphatic system disorders,BLO,0,10,0.9193143844604492,-0.6341508927201969,0.09405414,0.0902438412,CN1C(=O)C(F)=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(=O)NCc5nc6cccnc6[nH]5)CC[C@H]4[C@@H]3CC[C@@H]12,0.0,0.0400130059570074
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Blood and lymphatic system disorders,BLO,1,10,2.058220863342288,0.3630705740722684,0.050387003,0.0468658814,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,1.0,0.1329334169626236
N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,Blood and lymphatic system disorders,BLO,0,10,1.5265016555786144,0.1311005394470605,0.035853405,0.0331362508,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,0.0,0.0237863415852189
N[C@@H]1C[C@H]1c1ccccc1,Blood and lymphatic system disorders,BLO,1,10,0.6472740173339845,0.4949806777693447,0.18434373,0.179750954,N[C@@H]1C[C@H]1c1ccccc1,1.0,0.3760973125696182
Cc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)n1,Blood and lymphatic system disorders,BLO,0,10,0.516819953918457,-1.423975730225087,0.03960745,0.0367199186,Cc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)n1,0.0,0.0792126163840293
CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCC3CCN(c4cccc(Cl)c4Cl)CC3)cc21,Blood and lymphatic system disorders,BLO,1,10,1.2390756607055669,-1.6219360646358516,0.49279818,0.493917908,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCC3CCN(c4cccc(Cl)c4Cl)CC3)cc21,1.0,0.467587199807167
C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C/[C@H](O)CCC[C@@H](C)C/C=C/[C@H]3[C@@H]1O,Blood and lymphatic system disorders,BLO,0,10,1.4446401596069345,0.4728425156764081,0.31678098,0.316997204,C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C/[C@H](O)CCC[C@@H](C)C/C=C/[C@H]3[C@@H]1O,0.0,0.8214450955390931
CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,Blood and lymphatic system disorders,BLO,1,10,1.26010799407959,0.1704431177995329,0.043723878,0.0406506044,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,1.0,0.1003684304654598
CC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3,Blood and lymphatic system disorders,BLO,0,10,1.1848640441894531,1.3764234988964907,0.5901867,0.592425458,CC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3,0.0,0.4659036695957184
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(-c3ccccc3C)nncc2c1,Blood and lymphatic system disorders,BLO,0,10,1.278351783752442,-0.1021515494585252,0.05940016,0.055879824,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(-c3ccccc3C)nncc2c1,0.0,0.1910113006830215
C=C[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,Blood and lymphatic system disorders,BLO,1,10,0.9498319625854494,-0.4994283413681126,0.74287474,0.74891989,C=C[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,1.0,0.8873226642608643
COc1ccccc1OC(=O)c1ccccc1OC(C)=O,Blood and lymphatic system disorders,BLO,0,10,0.3984956741333008,0.2393086098220816,0.094542526,0.0902561192,COc1ccccc1OC(=O)c1ccccc1OC(C)=O,0.0,0.3208435967564583
Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,Blood and lymphatic system disorders,BLO,0,10,0.5528888702392578,0.7353297354305669,0.55532664,0.5601779960000001,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,0.0,0.5188112795352936
CC[C@H](C)[C@H](NC(=O)CN)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H]1CSSC[C@@H]2NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)CSSC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC2=O)NC1=O)C(C)C,Blood and lymphatic system disorders,BLO,0,10,10.676568984985352,6.402881224261731,0.6449458,0.65143309,CC[C@H](C)[C@H](NC(=O)CN)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H]1CSSC[C@@H]2NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)CSSC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC2=O)NC1=O)C(C)C,0.0,0.6493274092674255
ClCCCl,Blood and lymphatic system disorders,BLO,0,10,2.3772878646850653,3.290378262762486,0.75766695,0.7620353580000001,ClCCCl,0.0,0.8614717125892639
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,Blood and lymphatic system disorders,BLO,1,10,0.2509851455688476,0.6821705732594567,0.56499165,0.567190372,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1.0,0.194532236456871
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,Blood and lymphatic system disorders,BLO,1,10,1.646696090698244,-0.3194325596567711,0.12435204,0.1208638772,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1.0,0.4937203466892242
O=C(Nc1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,Blood and lymphatic system disorders,BLO,1,10,1.672087192535401,1.402605898555349,0.54067075,0.5436131240000001,O=C(Nc1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,1.0,0.573657888174057
